sample_id,input,target
178_5,"I 'm not interested in evaluation , it 's all about taking money to do things . It means nothing without a large number of user usage data . After a period of time , the real usage data of users will come out and than you can say it is better than Android .",notarget:none:none:none
179_0,"Is even such a logical and rigorous science and engineering man as Brother Hua impulsive ? This product is mean to be backup machine , do n't you think that it could never be the main machine with the poor battery life ? ? ? ?",notarget:none:none:none
179_1,Not everyone is an Internet addiction boy like you,notarget:none:none:none
179_2,"This stupid dog was said to be unreasonable , so he blocked me . lol",notarget:none:none:none
179_3,"Hahahahaha , he ca n't afford it , most of the people who spray apples are this mentality [ Doge ]",notarget:none:none:none
179_4,"According to you , neither the iPhone8 and the previous series can be used as the main machine",notarget:none:none:none
179_5,"Why do n't you have any knowledge of mobile phones ? ? ? ? The iphone8 does not have a 5 g and a large screen , so the power consumption is not so large , so the battery life is not so bad . The large screen and 5 g of the 13mini run out of power in minutes","iphone8:power consumption:not so large:neg, iphone8:battery life:not so bad:neg"
179_6,"I have bought 12mini and 13mini , as well as iPhone SE2 and iPhone 7 and 8 . To be responsible , when 5 G mode is turned on , 13 / 12mini can be used normally for a day . The battery life of iPhone 8 can not be compared to that of 13 mini . It 's not someone else but you have no common sense . Do n't be a keyboard warrior . Say anything after you buy it and use it , do you only read the data on paper ?","13 mini:battery life:cannot be compared:pos, iPhone 8:battery life:cannot be compared:neg"
179_7,"People who mainly use the 12mini pass by [ doge ] , and now the 13 is used as the main mini backup . I heard that the battery life of the 13mini is better .",13mini:battery life:better:pos
179_8,"Of course you can if you do n't watch videos , play games , or use it heavily . But most people ca n't",notarget:none:none:none
180_0,"Originally when 10P was released , it was very good to take pictures . In the past , there was an automatic fusion night scene algorithm for shooting night scenes , and the highlights were well suppressed . Now it is not as good as the previous night scenes , and the highlights are not as good as before . Regardless of the performance of 10u , photography and fast charging have been cut , and it is not as good as before .","10P:take pictures:very good:pos, 10P:highlights:well suppressed:pos, 10u:performance:been cut:neg, 10u:photography:been cut:neg, 10u:fast charging:been cut:neg, 10u:performance:not as good as before:neg, 10u:photography:not as good as before:neg, 10u:fast charging:not as good as before:neg"
180_1,"I believe that the photo and fast charging have been cut . Are you sure that the performance has been cut , either ?",notarget:none:none:none
180_2,"Xiaomi is now up to 11u and down to the thousand yuan machine , is all not as good as other manufacturers ' . My previous k30s 865 , playing the King of Glory could n't even stabilize at 60 frames . Since the 11 standard version burned wifi , the system has been updated fearfully",k30s:King of Glory:couldn't even stabilize:neg
180_3,I have never heard of K30s unstabled,notarget:none:none:none
180_4,"I am a 10U user , I agree with you very much , my MIUI stable version often restart automatically",notarget:none:none:none
180_5,"Now Xiaomi 's mobile phone is worse than other mobile phones with the same processor . Since 11 burns the motherboard and burns the wifi , each model does not dare to schedule at will after the system is updated .",notarget:none:none:none
180_6,"That 's right , Xiaomi Mi 11 burns , what does it have to do with my 10U , it affects me",notarget:none:none:none
180_7,Is Xiaomi sure it is ne g ative optimization ? The effect of 11u Ye Xiao is also much weaker . Who wants to buy Xiaomi in the future ?,"Xiaomi:optimization:g:neg, 11u:Ye Xiao:much weaker:neg"
180_8,"Xiaomi 's negative optimization is more serious than other manufacturers . At that time , the k30 's first 686 camera image was very good . In the 10 series , the hmx sensor was used , but the photos were difficult to describe . Later , a good camera algorith m has not been released for so long , and the 10p symmetrical dual speakers It 's pretty good , but it was weakened later , and then 10u and 10s also cut the vibration","Xiaomi:optimization:negative:neg, 10 series:photos:difficult to describe:neg, 10u:vibration:cut:neg, 10s:vibration:cut:neg, 10p:symmetrical dual speakers:pretty good:pos, 10 series:camera algorith:not been released:neg"
181_0,"But Apple is also stuck . My ipadmini5 often gets stuck , I think Android is better to use",notarget:none:none:none
181_1,"agree . I often get stuck at my 13pm , not much better than Android",notarget:none:none:none
181_2,"12 pm agree . It 's no different from more than 3,000 yuan Android phones , and it 's even slow to charge [ doge ]",12pm:charge:slow:neg
181_3,What is the configuration of mini5 ? What year is the machine ?,notarget:none:none:none
181_4,Got water in your head ? I 'm talking about when I just bought it,notarget:none:none:none
181_5,It 's time to switch to the M1 version of the pro,notarget:none:none:none
182_0,"If it is 3699 , it is really better to buy 18p . The only thing that Meizu worries me about is battery life .",Meizu:battery life:worries me about:neg
182_1,The real experience and the occasional Meizu data that occasionally appeared during the evaluation of various media tells you that what Meizu is the least worry about is the battery life,Meizu:battery life:least worry about:neg
182_2,? I am a Meizu user,notarget:none:none:none
182_3,"It can only be said that under the same battery size , others ' battery life is not stronger than Meizu .",Meizu:battery life:stronger:pos
182_4,"The starting user of 16s replied to you that the battery of more than 3000 is completely sufficient , but the fast charge is not very good [ doge ]","16s:battery:completely sufficient:pos, 16s:fast charge:not very good:neg"
182_5,"Mine is also a 16s , and I have never used a faster one , so this fast charge feels okay , and I am not in a hurry . It 's been more than two years , and the battery life is dead . wait 19","16s:fast charge:okay:pos, 16s:battery life:dead:neg"
182_6,16s I feel okay,notarget:none:none:none
183_0,Reno7 is all Dimensity 2000 ? Can it beat the 870 of Reno6pp ?,notarget:none:none:none
183_1,"You fake fan , the configuration parameters have been sent out before",notarget:none:none:none
183_2,"Haha , it seems 6pp yyds",notarget:none:none:none
183_3,"Nothing yyds ! The 6pp heat dissipation is particularly bad . I have bought it , and the hottest 870 is not excessive . The Reno7Pro is almost the same as the OnePlus 9rt , and the heat dissipation is much stronger . As long as the Dimensity 2000 is cooler than the 888 , it is still the flagship direct - screen flagship with differentiated positioning .","6pp:heat dissipation:particularly bad:neg, Reno7Pro:heat dissipation:much stronger:pos"
183_4,900 - 778 - 1200 +,notarget:none:none:none
183_5,"No oversized cup , 6pp yyds",notarget:none:none:none
183_6,"No , 7Pro is Dimensity 1200 , 7 is Snapdragon 778",notarget:none:none:none
183_7,You know so much,notarget:none:none:none
184_0,"In addition to Huawei , domestic mobile phones with a price of more than 5,000 have very few sales . [ Allow sad ] all of them keep rushing to high - end [ Allow sad ] And then ... then consumers do n't buy it .",Huawei:sales:very few:neg
184_1,Why does Huawei sell well over 5k ? Because under 5k is basically a suck phone,notarget:none:none:none
184_2,"It ca n't be said that , high - end success is that someone is willing to pay for its premium . For example , Apple has poor signal , small battery , slow charging , and poor Selfie . It can be said that Apple is not as good as Android except for the processor and system and record video , but it is Apple . Most people feel that holding an Apple can can show off , and Huawei is the same . When other people hear it , you have a Huawei mobile phone , wow ... [ allow sadness ] [ allow sadness ] [ allow sadness ]","Apple:signal:poor:neg, Apple:battery:small:neg, Apple:charging:slow:neg, Apple:Selfie:poor:neg"
184_3,"999 is also a Huawei mobile phone , and 9999 is also a Huawei mobile phone . Others envy you , but it 's not uncomfortable for you to use it yourself ? Six thousand p40Pro , not even dual speakers",p40Pro:dual speakers:not:neg
184_4,"Huawei is just catching up with the good time . Others have a configuration of 5,000 yuan . It sells for 7,000 or 8,000 yuan . The high - end in the eyes of the rich is high price .",notarget:none:none:none
184_5,you 're right,notarget:none:none:none
184_6,"I personally feel that the most difficult thing to hit the high - end is to change the stereotypes of consumers and gain consumer recognition . You do not have enough strength to change the stereotypes in the market . For example , a young man riding a ghost fire calls himself a multi - millionaire in the village every day . Other people 's stereotype of him is that he is poor ...",notarget:none:none:none
184_7,"I think it 's mainly the chip screw up , is n't 888 and 8gen1 compared to A15 is industrial garbage . The Android system will not stuck after three years of use , but it will heat up and drop frames when playing games","Android:playing games:drop frames:neg, Android:system:not stuck:pos"
185_0,Why is it almost impossible to see the heat and battery life of iQOO9 measured by the media ?,notarget:none:none:none
185_1,The same question,notarget:none:none:none
185_2,"The heat dissipation of iQOO9 is so strong , they do not evaluate it , they are speechless",iQOO9:heat dissipation:strong:pos
185_3,Because the frame rate is too bad [ DOGE ],notarget:none:none:none
185_4,"Because there will be fools who think that the untested is the best , and then buy it",notarget:none:none:none
185_5,"Indeed , only a fool would buy the 888plus Black Shark 4s [ laugh ha ha ]",notarget:none:none:none
185_6,"Because the machine that the media got before , the software has not been adapted properly , it is just a semi - finished product [ laughs without saying a word ] , as Xiaobai said in the video before , iqoo has a software team that has been isolated",notarget:none:none:none
185_7,I see,notarget:none:none:none
186_0,"Trust from 1 + 7p , 1 + 9p still supports it without hesitation , it brings disappointment , nothing else",notarget:none:none:none
186_1,"Brother , what 's wrong with OnePlus 9Pro ? My Oneplus 7Pro is planning to change to 9",notarget:none:none:none
186_2,Battery life too sucks,notarget:none:none:none
186_3,"Is the battery life bad , bro , just use it normally",notarget:none:none:none
186_4,Hahahahahahahahahahaha nothing else,notarget:none:none:none
186_5,Disappointed with OnePlus are all regular OnePlus users,notarget:none:none:none
187_0,11pro is really strong if it does n't burn wifi and it change the rear module,notarget:none:none:none
187_1,miui 's camera optimization is far worse than coloros,"miui:camera optimization:far worse:neg, coloros:camera optimization:far worse:pos"
187_2,"How much is the difference ? Nonsense [ digging nose ] Xiaomi 11Pro is the first echelon no matter how bad it is , and it is better than OnePlus no matter what . The camera of MIUI starts to freeze , which is also the problem of frame drop caused by MIUI12 . MIUI13 solves these problems . But at the image algorith m level , OnePlus is the worst . The parent company 's taking pictures ca n't win the grain factory , it 's useless to count on the younger brother .","MIUI:camera:freeze:neg, OnePlus:image algorith:worst:neg, parent company:taking pictures:can't win:neg, grain factory:taking pictures:can't win:pos"
187_3,"Oppo algorith m can not compare with miui , you really dare to say","Oppo:algorith:can not compare:neg, miui:algorith:can not compare:pos"
187_4,"11P does not burn , only 11 burned",notarget:none:none:none
187_5,"No , my friend 's 11U burned , all changed new",notarget:none:none:none
187_6,11pro says it needs to be burned three times before replacing,notarget:none:none:none
187_7,The wifi burner is 11 .,notarget:none:none:none
187_8,"11Pro also burned , I am one of the victims",notarget:none:none:none
188_0,"AYun , will Apple 14 have fast charging , should I buy 13p now ?",notarget:none:none:none
188_1,"At present , it may be the C port , and the charging power will increase , but the 13p has more than 23w , and it feels okay .",notarget:none:none:none
188_2,"It seems unlikely that the C port [ allowing sadness ] , after all , the L port is also a large amount of income . However , I am looking forward to the C port . I hope that the charging port can be unified as soon as possible . Their own products are not unified . 23w charging is really not good , although it is already okay , but it has to work harder , let alone 100 watts , half of it will do [ allow sad ]",notarget:none:none:none
188_3,Looking forward to slap in the face,notarget:none:none:none
188_4,"No , expect Apple to make fast charging , it is better to expect the sow to go on the tree [ decline ]",notarget:none:none:none
188_5,"what can be upgraded with 14 ? this right - angle mold has only two generations , it will definitely not be replaced , and the bangs will not be replaced , nor will the punching be changed . The high brush is already there , and the lens has nothing to change , it is already very strong","14:bangs:not be replaced:neg, 14:lens:very strong:pos"
188_6,"PRO upgrade the 48MP camera and dig holes . 14 cut off the mini and add MAX , and then standard equip A16 processor . Then sell for another year , Android does n't work at all , Apple does n't need to improve too much to stay undefeated",notarget:none:none:none
188_7,"Personally , I am using 13pm , I feel this battery life , it does n't matter if there is a fast charge [ allow sad ]",notarget:none:none:none
188_8,"I am using mix4 now , 120 fast charging is really cool , it is basically full in a few minutes , and there is also a 100w fast charging in the car , if it is not because the Android carlife is too suck , I can still wait for 14 [ allow sad ]","mix4:fast charging:cool:pos, Android:carlife:too suck:neg"
188_9,It depends on whether the car has CARPLAY pre - installed .,notarget:none:none:none
189_0,Can k50pro+ defeat fixdxpro Dimensity in addition to taking pictures [ doge ],notarget:none:none:none
189_1,"System fluency and stability do a good job and then win ! The quality of workmanship is estimated to be inferior to the green factory , and may be the only high thing is price [ allow sad ]",notarget:none:none:none
189_2,OPPO system fluency is not good [ Yun Bei ],OPPO:system fluency:not good:neg
189_3,Really just talk online [ longing ],notarget:none:none:none
189_4,"Brother , what are you thinking ? How is this possible , the price of the two is there , and the green factory is its own flagship , to compare it with the redmi that has always been bad at taking pictures [ angry ]",redmi:taking pictures:bad:neg
189_5,So I said except taking pictures [ Doge ],notarget:none:none:none
189_6,"Ca n't beat it , next [ doge ] , today I saw a disassembly diagram of OPPO 's 766 with suspension and anti - shake . The volume is larger than gn2 , but the bottom is a little smaller .","766:volume:larger:pos, 766:bottom:a little smaller:neg"
189_7,"In a blogger called the technology circle , I do n't know where the pictures came from . [ laugh cry ] , it may be that the manufacturer released it in advance to warm up .",notarget:none:none:none
190_0,"OPPO find X3 is definitely a mobile phone that will surprise you , and the offline 3199 also gives you cooking oil [ allow sad ]",notarget:none:none:none
190_1,"Except for the battery life , the x3 is basically perfect , and now the experience and texture are absolutely invincible in the price range of 3000","x3:experience:absolutely invincible:pos, x3:texture:absolutely invincible:pos"
190_2,The z - axis motor is also a small problem .,notarget:none:none:none
190_3,"Well , it is , but the parents should not care about this point [ DOGE ] , anyway , my parents are like this , and it is the flagship of the year . Even if the Z axis should be optimized better",notarget:none:none:none
190_4,"My brother - in - law 3200 replaced to Reno7 , After I found out , the blood pressure came up [ crack ] [ crack ] [ crack ] , but I ca n't help it after he has bought it [ crack][crack][crack ]",notarget:none:none:none
190_5,"In fact , I have 4000 , I will change to Reno7Pro , not everyone likes cost - effectiveness . I think it looks good , feels good , and the processor is enough , that is fine .","Reno7Pro:looks:good:pos, Reno7Pro:feels:good:pos, Reno7Pro:processor:enough:pos"
190_6,"4000 778 G , that 's not cost - effective , that is cheating consumer .",notarget:none:none:none
190_7,Where can you tell me in detail ? I do n't see how the battery life is going . Although the 870 is not that hot . The battery life seems to be the same as the Mi 11 .,notarget:none:none:none
190_8,"Screen , feel texture , charging , balanced performance power consumption",notarget:none:none:none
190_9,"At this price , I think it is better to buy Xiaomi Mi 11 .",Xiaomi Mi 11:price:better:pos
191_0,"Then the market feedback under the screen is actually so so , and the products with lower positioning prepared by the grain factory have been postponed or killed . . .",under the screen:market feedback:so so:neg
191_1,"In fact , I think the pop - up camera of the K30ULTRA is pretty good , except for the processor and the resulting power consumption .",K30ULTRA:pop-up camera:pretty good:pos
191_2,"Power consumption is fine , mainly takes up too much internal space [ DOGE ]",notarget:none:none:none
191_3,"bro yours is k30s , mine is k30u , the battery life is really poor , charging twice a day is not enough",k30u:battery life:poor:neg
191_4,"It is a person who can only speak on the Internet . In reality , there are a few real users who can be so idle that they are confused about whether the screen is punched or off the screen . [ laughs haha ]",notarget:none:none:none
191_5,"No , there is a basic function problem here . The daily public will not pursue complex functions and hardware , but the effect of basic video calls must be guaranteed . Nowadays , online WeChat video calls between family members , video conferences at work , and socializing are all too important , but the front camera screen is currently far from being able to do it , especially outdoors , when the light is not good , it is equivalent to losing its effect . People obviously ca n't accept it",notarget:none:none:none
191_6,"The performance is not good , it can only be compensated by differentiation [ doge ]",notarget:none:none:none
191_7,"If you put it in the price range of Redmi Note , or even lower , the feedback will not be ordinary [ meow ]",notarget:none:none:none
191_8,"A lot of people who do n't understand digital almost never wipe the camera , plus the front camera is relatively blurry [ two ha ] Besides , the sales of the more powerful Note10 are still not as good as the Note9 and Note11 .",notarget:none:none:none
192_0,D on't believe OnePlus,notarget:none:none:none
192_1,"The 9pro has a maximum battery life of 4.5 hours . As 13pm , none of Android is enough to hit [ doge ] I bought 7tp 8p 9p , but I do n't plan to support it this time .",notarget:none:none:none
192_2,"If the 9pro does not turn on 5 g , it is still very simple to keep the screen on for 5 hours . [ Spring Tour Family ] I also bought three generations . Let 's see the evaluation this year [ Erha ]",notarget:none:none:none
192_3,"[ Yun Sad ] If the Android phone does not turn on 5 G , I feel like I bought it for nothing . I turned off 5 g when it was hot at 12 pm , and the 13pro turns on 5 g throughout the whole process , and the battery life is better [ call ]",13pro:battery life:better:pos
192_4,"I ca n't believe in Oneplus ' system update , I believe in everything else [ Spring Tour Family ]","Oneplus:system update:can't believe:neg, Oneplus:everything else:believe:pos"
192_5,"OPPO and realme , the system updates ?",notarget:none:none:none
193_0,"No , frame drop and downscaling are the same",notarget:none:none:none
193_1,"It is only said that the chip A series is really a god on mobile phones , even if the frame drops and the screen is locked , it is not a problem of the chip . It 's that the mobile phone ca n't play its strength",A series:chip:a god:pos
193_2,It can really be touted . Is it that the mobile phone is not good to equipped a chip ?,notarget:none:none:none
193_3,"iPhone mobile phone really ca n't play , you will understand if you change the tablet",notarget:none:none:none
193_4,"I 'm in Guangdong , Guangzhou , I 'm playing PUBG at this temperature , no matter how I use it , I have n't lowered it , and the high - definition image quality is extreme .",notarget:none:none:none
193_5,"Holding the Redmi K30Pro and the Apple 11 , Apple is ok in daily use . Almost every game in the game will heat up and drop frames , and even freeze . Apple has an advantage in the smoothness of animations . Other experience is not as good as Android a few years ago , I would rather use Xiaomi with more bugs than Apple with bad experience .","Apple:game:heat up and drop frames:neg, Apple:smoothness of animations:advantage:pos, Apple:Other experience:not as good as:neg, Android:Other experience:not as good as:pos, Apple:experience:bad:neg"
193_6,"I have n't really encountered the situation of stuttering , heat , and dropped frames .",notarget:none:none:none
193_7,"I used Xiaomi 11 for more than a month and sold it . How bad is it ? I have also used the Redmi K20 pro . Xiaomi , that refresh rate is the same as those of Iqoo . My current refresh rate is basically the overall situation . Although it is not full , it is smooth , comfortable to use , and good battery life , although the charging is a little slow .","Xiaomi:refresh rate:same:neg, Iqoo:refresh rate:same:neg"
193_8,Now Apple is nothing but smooth system animations,Apple:system animations:smooth:pos
194_0,"I am using the 11pro now , the last one was the xs , the last last one was the xr , I feel that the 11pro has a slightly stronger battery life than the xr , completely defeating the xs , and this one has been used for a year and a half and the battery is still 98 % healthy , very durable . In addition , I also ordered a 13pro 256 G , and I went to the direct sales store on the 25th to pick it up . I do n't have high requirements for the battery life of the 13pro . It is enough to reach the level of 11pro or xr , but not the level of xs , it will be too bad","11pro:battery life:slightly stronger:pos, xr:battery life:slightly stronger:neg, 11pro:battery life:completely defeating:pos, xs:battery life:completely defeating:neg, 11pro:battery:very durable:pos, 13pro:battery life:don't have high requirements:other, xs:battery life:too bad:neg, 11pro:battery life:enough:pos, xr:battery life:enough:pos"
194_1,"I use 12 pm , even with 5 g on , I do n't think it 's as good as 11pro",notarget:none:none:none
194_2,"At 12 pm , the battery life of 5 G is not that good , and it is much more stable if you switch to 4G.","12pm:battery life:not that good:neg, 12pm:battery life:stable:pos"
194_3,"Yes , but when I do n't turn on 5 G , I feel like I bought the phone in vain . When Weibo loads the original image , it is obviously still 5 g faster , and 4 g has to wait for loading",notarget:none:none:none
194_4,How much is the difference between 11Pro and 13Pro battery life [ DOGE ],"11Pro:battery life:How much is the difference:other, 13Pro:battery life:How much is the difference:other"
194_5,"Let me put it this way , since switching to the 13pro , the infinite charging pad on my desk has not been used , completely , because it is useless at all . I go to work from 9:00 to 5:00 pm , and I do not charge during this period , and my remaining battery has never been lower than 40 % . The battery life of this generation is very reassuring",13pro:battery life:very reassuring:pos
194_6,"Awesome , I remember 11p is very small",notarget:none:none:none
194_7,"Yes , it is very small , the same size as the xs , with a 5.8 - inch screen , but the battery is very durable . The main point is that the thickness is about 0.4 mm thicker than the xs , and the weight is also more than ten grams . These sacrifices are to enhance the battery life . Of course , in the end The result is also very good",notarget:none:none:none
195_0,"How about the vivo z1 , I want to buy it for my mother",notarget:none:none:none
195_1,"Do n't buy OV , you should pay more attention to the cost - effectiveness when buying for your family , so you can buy Xiaomi 8SE",notarget:none:none:none
195_2,"The se screen is too small , and the fuselage is too square , I feel it is not suitable for mothers , to be honest , ov is more suitable for elders","se:screen:too small:neg, se:fuselage:too square:neg"
195_3,ov bells and whistles are really not suitable for the elderly,notarget:none:none:none
195_4,"660 processor , it is better to buy Xiaomi 6x , stay away from blue - green factory",Xiaomi 6x:processor:better:pos
195_5,Is it the world 's first plastic back in 2018 ? [ two ha ],notarget:none:none:none
196_0,"There are more Xiaomi than OV over 4000yuan , and more OV in 2000 - 3000yuan .",notarget:none:none:none
196_1,"Are you kidding me , what is the comparison of x60 X i aomi ? With the mix 11u these things ? ?",notarget:none:none:none
196_2,What else does the X60 have besides images ? Charging screen single lift rotor motor,notarget:none:none:none
196_3,"It feels great in the hand , I feel it is the most comfortable phone in my hand this year",notarget:none:none:none
196_4,Yeah ? You look at the detailed data of each price segment [ laugh cry ] [ crack ],notarget:none:none:none
196_5,"There are more of blue factory 's in 3000 to 4000 , under 3000 , generally the middle end",notarget:none:none:none
197_0,"Below 2000 , do you have a good hand feel , preferably a curved screen , I want to buy one as a spare phone",notarget:none:none:none
197_1,"Realme gt master exploration version , the surface has grades , processor , camera , charging , impeccable , 2000 + , if you buy a surface below 2000 , you should go and see the secondhand [ doge ]","Realme gt master exploration version:surface:grades:pos, Realme gt master exploration version:processor:impeccable:pos, Realme gt master exploration version:camera:impeccable:pos, Realme gt master exploration version:charging:impeccable:pos"
197_2,thanks,notarget:none:none:none
197_3,One plus 8 feels good [ Spring Tour Family ],One plus 8:feels:good:pos
197_4,thanks .,notarget:none:none:none
197_5,"OnePlus 8 , good feel , high face value , the most important is the system is light and easy to use","OnePlus 8:feel:good:pos, OnePlus 8:face value:high:pos, OnePlus 8:system:light and easy to use:pos"
197_6,thanks,notarget:none:none:none
198_0,"The Mi 11 is really crap , I have never been so disappointed by a phone . regret buying it",notarget:none:none:none
198_1,From Honor V10 [ Doge ],notarget:none:none:none
198_2,"As far as battery life is concerned , it is not as good as the V10 that I have used for three years .",V10:battery life:not as good as:pos
198_3,The keyboard is almost broken,notarget:none:none:none
198_4,"Really shameful , Honor V10",notarget:none:none:none
198_5,Get out,notarget:none:none:none
198_6,"From Honor V10 ? [ DOGE ] ( Mine is also Honor , just ask )",notarget:none:none:none
198_7,"Yes , my previous phone is V10",notarget:none:none:none
199_0,Even Note9 Pro is better than it [ doge ] [ doge ] [ doge ],notarget:none:none:none
199_1,"Forget about note9pro , it ca n't compare ... Although I am a Mi fan . But the 750 G is a lot worse than the 778 G , and the screen of the note9pro is not yet wide color gamut ...",note9pro:screen:not yet wide color gamut:neg
199_2,"The note9Pro has 100 million pixels . The most important thing is to take good photos at this price . However , the note9Pro is still the machine at this time last year . If you think about it carefully , it is not as good as this , how uninteresting it is .",note9Pro:take good photos:good:pos
199_3,"Is 100 million pixels very good ? Apple 's main camera is 12 million , is n't it still good ? It depends on the tuning and the sensor [ dig nose ]",Apple:main camera:good:pos
199_4,"Wrong , note7PRO wins it",notarget:none:none:none
199_5,"Note9pro ca n't be compared , Snapdragon 750 g is one grade lower than 765 g , not as good as 778 g at all",notarget:none:none:none
200_0,"I asked you to buy iq8p , you do n't buy it , now you do n't have phone to use now[two ha][two ha ]",notarget:none:none:none
200_1,"The iQOO 8 Pro is too different f rom the Vivo X70 Pro+ , so there is no way to buy the two phones",notarget:none:none:none
200_2,No mobile phone is perfect,notarget:none:none:none
200_3,"Hmm , so I am waiting",notarget:none:none:none
200_4,Xiaomi was eaten by you ?,notarget:none:none:none
200_5,"I do n't like Xiaomi , k40 g and miui12.5 hurt me too deeply",notarget:none:none:none
201_0,"Why do we need to rely on foreign evaluations to prove us , not to mention the iPhone 's catastrophic ghosting , ultra - low tolerance of night scenes , and lack of night vision video . It is estimated that it will not be long before the domestic big V release the evaluation of the X70 super cup defeating the iPhone to take pictures .","iPhone:ghosting:catastrophic:neg, iPhone:night scenes:ultra-low tolerance:neg, iPhone:night vision video:lack:neg, X70 super cup:take pictures:defeating:pos, iPhone:take pictures:defeating:neg"
201_1,"The night scene of the camera is poor , this is indeed the iPhone is behind . But is this point of the night vision video a joke ?",iPhone:night scene of the camera:poor:neg
201_2,"Apple does not have the ability of night vision , and vivo can open super night scene video alone . Vivo 's default mode is as bright as Apple ' s.",vivo:super night scene video:can open:pos
201_3,"The super night scene can only be 1080P30 frames , and the picture almost ca n't watch , what 's the use ? Just like the new iPhone 's movie mode , it 's just a show","The super night scene:picture:almost can't watch:neg, iPhone:movie mode:just a show:neg"
201_4,"Can the video level of the x70 beat the iPhone ? Funny ? And go to see the photo experience of the x70 , what are you saying here ?",x70:video level:beat:other
201_5,Apple 's ghost shadow should indeed be optimized [ Good ],Apple:ghost shadow:should indeed be optimized:neg
202_0,"Apple 's system is smooth and the performance is excessive , no matter how strong the performance is , it will still heat up","Apple:system:smooth:pos, Apple:performance:excessive:neg, Apple:performance:strong:pos"
202_1,Still saying heat?have you used it ?,notarget:none:none:none
202_2,What mobile phone is not hot ? Ask for inform,notarget:none:none:none
202_3,"My phone is not hot , the frequency is locked [ doge ]",notarget:none:none:none
202_4,"Get out if you do n't say it 's hot , mine is hot even just charge [ too happy ] [ too happy ]",notarget:none:none:none
202_5,The latest 13 ? Now the 13 generation charging is not hot .,13:charging:not hot:pos
202_6,"Sometimes the charging is not hot , and sometimes it is extremely hot . It is also easy to get hot when you open 5 G outdoors .",notarget:none:none:none
202_7,"My friend is holding an Apple 12promax . He originally wanted to pay more to change 13pm . After I recommended the Black Shark Magnetic Cooling Back Clip , he saved money [ doge][doge][doge ]",Black Shark:Magnetic Cooling Back Clip:recommended:pos
202_8,Is the effect good ?,notarget:none:none:none
202_9,"He usually play the glory of the king . it will never heat up and drop frames with the back clip on . If he do n't wear headphones when he open the voice , he will occasionally hear the noise of the propeller . And this one needs to be plugged in another line , which is more troublesome when going out . Great to play at home . Because Apple is usually fine to play , but often has to play while charging , and it gets hot and stuck when charging .",Apple:charging:hot and stuck:neg
203_0,But K40 is too slow to charge,K40:charge:too slow:neg
203_1,"Less money and more things , ca n't you consider Xiaomi or Black Shark ?",notarget:none:none:none
203_2,"There is really nothing that can be bought , 11 burn , the target group of black shark appearance is the game party",notarget:none:none:none
203_3,"Except for the first batch , 11 seems to have not been burned , and only 100 people have burned in hundreds of thousands of sales , which can only mean that they are unlucky [ cute ]",notarget:none:none:none
203_4,Black Shark [ Doge ],notarget:none:none:none
203_5,"Thick , no infrared , after all , gaming phone",notarget:none:none:none
203_6,"Then Mi 11ultra , there is nothing that ca n't be solved by adding money [ doge ]",notarget:none:none:none
203_7,"Black Shark 4 , Black Shark 4S , MIX4 Ca n't ?",notarget:none:none:none
203_8,"Only for the k40 model , because at that time it was a mobile phone under 3,000 in my list to buy in the same period",notarget:none:none:none
204_0,Do n't they just want to use the telephoto as the selling point of the top flagship ? [ Laughs haha ] Saying that the usage rate is not high . Reasonable castration,notarget:none:none:none
204_1,"It is true that the usage rate is not high , and Huawei made the telephoto only to meet the photo needs of some middle - aged people .",notarget:none:none:none
204_2,"There are also many young people around me who use telephoto . On the contrary , many middle - aged people ca n't even tell the difference between telephoto and ultra - wide ( many of my relatives ca n't tell the difference ) [ doge ] Of course , this is all around me human data . To be honest , for a flagship machine , both telephoto and ultra - wide - angle are indispensable . Apple 's telephoto ca n't work , this has long been determined , and now Android 's telephoto ca n't work , that is , "" the frequency of use is not high "" [ doge ]","Apple:telephoto:can't work:neg, Android:telephoto:can't work:neg"
204_3,Make sense,notarget:none:none:none
204_4,"The low usage rate is really nonsense . I think I often use three to five times the light change , but at the beginning of this year , except for the OnePlus 10PRO , the rest have been cancelled , reverse upgrade [ doge ]",notarget:none:none:none
204_5,"Haha , that 's . If you really feel the utilization rate is not high , do n't bring it anymore",notarget:none:none:none
205_0,Brick,notarget:none:none:none
205_1,?,notarget:none:none:none
205_2,"How many ? you say , it is still a brick",notarget:none:none:none
205_3,"If it 's not a brick , it ca n't hold 8 .",notarget:none:none:none
205_4,E - sports brick [ Doge ],notarget:none:none:none
205_5,This is a little heavier than the k40 e - sports version . I feel uncomfortable with the weight of the k40,k40:weight:uncomfortable:neg
205_6,"For the heat of the Snapdragon 8 , sacrifice weight [ doge ]",notarget:none:none:none
205_7,normal,notarget:none:none:none
206_0,"Anyway , it is much better than the green factory , and it may be inferior to Huawei Xiaomi [ Thinking ] [ Thinking ] [ Thinking ]",notarget:none:none:none
206_1,Blue Factory 's super - sized cup I personally think it 's the best to take pictures,Blue Factory's super-sized cup:take pictures:best:pos
206_2,"The high light suppression of the blue factory is good , but the telephoto is not very good [ Erha ] Add the t * coating and Zeiss to the 11u module and then upgrade the ultra - wide angle is the best [ doge ]","blue factory:high light suppression:good:pos, blue factory:telephoto:not very good:neg"
